Name	C1						
SPRED2	0.460019377						
MYO10	0.309533056						
GMEB1	0.267381809						
SYNE2	0.557428189						
PPAP2B	0.13303219						
MAP3K2	0.408977847						
DDX58	0.150819036						
TROVE2	0.50667096						
MED1	0.643647435						
LSS	0.635020188						
OSBPL8	0.571363586						
RARG	0.047518798						
RAB3GAP1	0.505494109						
SP1	0.562482656						
MDM2	0.578741682						
UBR3	0.510499333						
C6orf106	0.685036795						
APC	0.380418857						
ZFP36L2	0.289221863						
ARFGEF1	0.461860489						
RBM14	0.72289328						
HES4	0.157650408						
NR1D2	0.551393571						
EPS8L2	0.040891923						
COPA	0.78104222						
BLZF1	0.291996235						
CWC22	0.526003646						
LPCAT2	0.052119172						
FOXP1	0.243237851						
ITGB4	3.07E-21						
ZNF148	0.335880718						
HADHA	0.724758663						
IAH1	0.410693719						
PBRM1	0.670646426						
ZFPL1	0.479263141						
NIPBL	0.604858471						
NFX1	0.533139006						
NBN	0.389137796						
PDP1	0.355711014						
GART	0.707268251						
LARP4B	0.481187576						
EXPH5	0.144912856						
PSENEN	0.661231743						
CASK	0.414825009						
LIN37	0.421379416						
FBXO38	0.421909772						
CDH13	0.075107968						
GALNT12	0.198155574						
FAIM	0.414740236						
TOX4	0.676539244						
CTSB	0.38092453						
BAG5	0.629983229						
USP38	0.341092925						
NSMCE2	0.420389119						
OGDH	0.673386614						
MAGED2	0.72070071						
RIT1	0.373346804						
STX16	0.668019367						
TFRC	0.747599169						
ACTR6	0.567187284						
SLK	0.37482605						
CHMP2B	0.40462275						
ZDHHC20	0.527269787						
SLC35A2	0.344699504						
RECQL	0.682402502						
ANKRD13C	0.363649843						
INO80D	0.253605942						
MFN2	0.678560149						
DCUN1D1	0.360869229						
PPIG	0.594254414						
DNAJC3	0.34360831						
NUP188	0.76407966						
TMF1	0.250247832						
SOCS2	0.102972974						
LIN7C	0.452756248						
OSBPL1A	0.353998321						
RYR1	0.0583935						
MARCKS	0.879131986						
MATN2	0.315110021						
WHSC1L1	0.677327714						
TNPO2	0.768922852						
TTC3	0.753946908						
IFI16	0.098527192						
FLOT2	0.722183585						
PTPN12	0.554810184						
CEP57	0.608502244						
CDK6	0.355830874						
FIP1L1	0.682346417						
TMEM65	0.479660012						
JAK1	0.476873049						
PSAP	0.806121362						
B4GALT1	0.239586129						
EPS8	0.302375084						
RELA	0.555479295						
LRSAM1	0.254250793						
PXN	0.300535674						
ATAD2	0.756145799						
TCF25	0.539486524						
CHMP5	0.72670107						
TPR	0.758925729						
SUPT16H	0.826206114						
TFE3	0.426986608						
CEP350	0.4431724						
MPZL2	4.41E-12						
KIAA1033	0.389071163						
AZI2	0.457419719						
MECOM	0.040006811						
ABHD12	0.596404271						
IRX3	0.174046783						
DLG1	0.505746003						
PRR15	0.037736958						
USP40	0.261284856						
LACTB2	0.32759027						
AP2A1	0.64989002						
CMTM3	0.264507532						
GGA1	0.458051132						
RPL38	0.822647733						
PKN2	0.497663768						
PFDN6	0.767761787						
KLHDC5	0.61746018						
AHNAK	3.07E-10						
RNF207	0.055035965						
HSP90B1	0.821513857						
TWF1	0.532669303						
NUDCD2	0.588300898						
GPI	0.753153763						
RPL27A	0.755426635						
PNN	0.816169104						
SNORD89	0.040870239						
PRKD2	0.376495084						
COL27A1	0.045339919						
FAM83H	0.168195752						
UTP18	0.765266149						
NCKAP1	0.73616132						
PPP1R10	0.671281281						
FAIM3	0.070094021						
RPS27L	0.36027473						
RHEB	0.75787617						
KCTD1	0.26884448						
B4GALNT1	0.610874001						
DOT1L	0.693635315						
CSNK2B	0.717498804						
EIF2C2	0.557566769						
RPL14	0.805007673						
TM9SF3	0.646971365						
TPI1	0.820966805						
PRKX	0.442462655						
ADSS	0.553304532						
EEF1D	0.67734985						
MAP2K3	0.295756314						
NOC2L	0.66828001						
PPP2R5D	0.723596535						
CTBP1	0.629610576						
PSMD7	0.760952424						
C1orf43	0.806268621						
H19	0.2726159						
CA9	0.18153154						
CTNNB1	0.721206202						
GLS	0.601566391						
C6orf62	0.742374438						
BNIP3	0.688310613						
KRT5	0.103029678						
MCL1	0.775758452						
MEX3D	0.480591288						
SNRNP200	0.812042825						
KRT19	0.32922368						
PMCH	0.122715645						
FAM166A	0.070597344						
DNAJC21	0.424149309						
BCL11A	0.319750509						
GLI2	0.125994387						
CAMTA2	0.425747273						
ALDH1L2	0.258935055						
ANKRD11	0.531327398						
N4BP2L2	0.618328652						
TFPI	2.65E-21						
LEKR1	0.030899864						
NFE2L1	0.752579294						
SETDB2	0.181346428						
SLC1A4	0.571670798						
RXFP1	1.39E-05						
LYPLAL1	0.334913733						
TCEA1	0.705663746						
FYN	0.838210761						
EID2B	0.359797326						
HCG11	0.189937645						
NFIL3	0.347360547						
C10orf10	0.202181057						
LARP6	0.22015606						
INHBE	0.322196673						
IRS1	0.188616338						
DDR2	0.267273101						
MBTD1	0.63278455						
HIST3H2A	0.591708554						
SNHG1	0.804911043						
ZNF140	0.319124115						
AKIRIN2	0.736046686						
PYROXD1	0.258838544						
FBXL17	0.206342552						
CLGN	0.572943489						
HERPUD1	0.586490534						
ZNF280D	0.223875085						
AKNA	0.188256857						
KRCC1	0.375334851						
RIMKLB	0.398995833						
ZXDC	0.504101678						
CHD9	0.353536852						
SLC25A21	0.182572527						
HAX1	0.773152471						
FAM76B	0.476382762						
PTPDC1	0.34901803						
CLIP4	0.197274057						
RPS6KA2	0.3424926						
CLCN3	0.514859658						
GRB10	0.411599105						
RIPK2	0.087155215						
DNAH5	0.074245665						
RBBP6	0.550347974						
HSD17B2	0.00100339						
RMND1	0.452292744						
EXOSC6	0.520181214						
CTAGE5	0.144481567						
ANKRA2	0.355794496						
HIST1H2BD	0.358267429						
ZNF623	0.461364178						
DCAF10	0.392883095						
ACSM3	8.65E-21						
EIF1	0.817144533						
PSPH	0.573380522						
TARS	0.720268445						
BIK	0.166062009						
ZNF329	0.279216789						
C3orf23	0.181669081						
MXD1	0.338319446						
STC2	0.269102421						
PSAT1	0.770387744						
PTPRM	0.153930088						
SLC25A16	0.2642522						
VEGFA	0.437285144						
ZNF605	0.346099208						
TBL1X	0.432641964						
FAM63B	0.270117505						
MAGI2	0.21316199						
CARS	0.514613304						
C6orf48	0.773060036						
SLC6A6	0.385365732						
JMY	0.345067764						
ZNF217	0.151130897						
XPOT	0.738563651						
C14orf135	0.564001981						
TUBE1	0.538667113						
ST6GALNAC1	4.61E-17						
MARS	0.79039605						
C9orf64	0.375333431						
C14orf28	0.122827291						
SLC16A5	7.76E-22						
GOPC	0.649667109						
WDR45	0.273087275						
MIR21	0.005256049						
C10orf32	0.378933764						
PCK2	0.409034897						
HOXC6	0.205560333						
PCMTD1	0.318998619						
TRAPPC6B	0.600177862						
SERF2	0.682696594						
GFPT1	0.513092841						
HIST1H2BH	0.309769576						
C9orf85	0.190099457						
SEL1L	0.493332309						
GRPEL2	0.442246849						
ATF4	0.815669721						
ATF6	0.421515161						
AGXT2L2	0.16092534						
IKZF5	0.408009304						
UHRF1BP1	0.474600273						
MED13L	0.554344116						
DNAJB9	0.451962347						
ATM	0.419489666						
ASB7	0.283152804						
RAP2A	0.735003401						
KIAA1217	1.29E-12						
MOSPD1	0.285917124						
RSL24D1	0.728439902						
TBCK	0.228373597						
C12orf47	0.553177689						
RICTOR	0.385204794						
HSCB	0.332136526						
SPIRE1	0.446340063						
ITPR1	0.176799216						
SLC4A5	0.140275833						
IFRD1	0.616625896						
YARS	0.638808257						
PAPD4	0.357029002						
PXK	0.237036912						
ZCCHC8	0.400937214						
HSPA13	0.615034466						
AARS	0.77884175						
CEBPG	0.750211108						
SESN2	0.277447612						
HIST1H2AI	0.127946523						
ZNF295	0.410243703						
KATNB1	0.66567819						
CCPG1	0.228801275						
LZTFL1	0.252034874						
TSC22D1	0.589146042						
ETV5	0.24941399						
NEK1	0.285899085						
GARS	0.781252588						
ACVR2B	0.319197124						
SLC7A11	0.287528711						
ARHGEF2	0.625419493						
LCORL	0.299374733						
CGGBP1	0.656162835						
PPP1R15A	0.506925145						
RPL37	0.725255435						
EPB41L4A	0.186247013						
FAM149B1	0.277901487						
ZNF323	0.213131399						
KDM6A	0.364830043						
LRRFIP2	0.244140489						
GCLC	0.476706666						
CIRBP	0.816551173						
HIST1H2BF	0.112483696						
SLC33A1	0.414887166						
HIST1H2BK	0.608216868						
CTH	0.168539275						
CHAC1	0.251145297						
ALG13	0.358392588						
PLEKHH1	0.194886135						
MTHFD2	0.807374787						
DDIT4	0.508926885						
FKBP5	0.429758757						
PTPLAD1	0.715240574						
CKLF	0.437516863						
FIGNL1	0.57598886						
CHRNA5	0.539038684						
E2F2	0.600633448						
FGD6	0.210628959						
RNASEH2C	0.63462488						
SKP2	0.765949943						
TUBA3C	0.111776942						
DTYMK	0.67966006						
FAM83D	0.652115784						
ADRB2	2.28E-21						
APOBEC3B	0.067329238						
DEPDC1	0.595051957						
BCCIP	0.555593889						
TNFAIP8	0.136092759						
C16orf87	0.283632788						
AP1S3	0.135957442						
CENPN	0.493125112						
CORO2A	0.339692767						
MAPK1IP1L	0.747661926						
CACYBP	0.766985556						
ESCO2	0.386675768						
FAM69A	0.29046641						
CCNA2	0.751253277						
HN1	0.781688314						
GSTM3	0.397028955						
DUT	0.706011198						
IL13RA1	0.258463612						
POLD3	0.545110281						
TUBB	0.827727761						
TRIM14	0.249473297						
ATP5G1	0.758213246						
HELLS	0.518862771						
ZWINT	0.751440623						
TNNC1	1.43E-21						
PTTG3P	0.006858589						
EEF1A2	0.783347003						
WDR77	0.65592822						
TUBA1C	0.813137069						
DSN1	0.660881268						
STRA13	0.760805852						
SHCBP1	0.339781119						
GLA	0.410805491						
MGST3	0.460009332						
PRC1	0.779739787						
TMEM8A	0.48672895						
CHPT1	0.239536844						
FAM101B	0.287404205						
RUSC1	0.490116473						
LPCAT3	0.478559933						
MYBL2	0.807013853						
LYRM7	0.388202515						
CKAP2L	0.630544959						
TUBB6	0.415754897						
HSP90AA1	0.827289047						
CDCA5	0.779023788						
TK1	0.674720182						
ACAT2	0.76723912						
RAD51AP1	0.709262302						
BTN3A2	0.162992052						
DLEU2	0.305697102						
C11orf82	0.376472558						
HYAL1	0.036233733						
SF3A3	0.739126061						
DTL	0.690313145						
NCAPH	0.729662757						
FAM54A	0.307276874						
NUF2	0.793462301						
TUBB2A	0.935345515						
GINS3	0.394388772						
CDCA8	0.77429533						
DHRS7	0.656280673						
NMB	0.1879853						
CSRP2	0.686746678						
RFC3	0.746564566						
E2F7	0.520660309						
ERCC6L	0.3235192						
GPSM2	0.548960546						
DHFR	0.715186723						
PLEKHA2	0.240816701						
FN3KRP	0.639422043						
TACC3	0.757829726						
PLXNA2	0.471780521						
CCNE2	0.706413281						
NTAN1	0.456799						
TUBA3D	0.117584801						
IGSF8	0.462360928						
CDCA3	0.465871641						
UBE2T	0.837646873						
SPC25	0.6559763						
GINS1	0.625627799						
SAMHD1	0.516197507						
RAD51C	0.604500589						
CDKN3	0.584317198						
SLC29A1	0.690873967						
KIF20A	0.668679449						
RRM1	0.818870474						
BRIP1	0.501525517						
TUBA1B	0.82822371						
RAI14	0.363373981						
CEP55	0.531290804						
TRIP13	0.67489689						
NCAPG2	0.695883458						
RRM2	0.788214341						
PHF19	0.573404757						
MYO19	0.676505988						
SNRNP25	0.718230683						
GTSE1	0.748324588						
GSTM4	0.120185888						
CYB5A	0.722282761						
POLE2	0.509571825						
TUBG1	0.790081981						
EXO1	0.6466169						
TYMS	0.811248144						
ELOVL3	0.040751265						
TUBB3	0.14597125						
TDRKH	0.515543767						
ITPR2	0.276527454						
BPTF	0.647985303						
PPFIA1	0.492369839						
REV1	0.518347541						
MPDZ	0.531321395						
TJP1	0.325439798						
NBEAL1	0.133555295						
DCLRE1B	0.482359977						
VPS37A	0.390042104						
ACER3	0.270801648						
ASAP2	0.396560309						
HNRNPD	0.823504191						
CALD1	0.327298381						
RDM1	0.217124368						
HIPK3	0.326202601						
CCDC82	0.465399333						
ZMYM6	0.23553324						
SMOC2	0.233637586						
MACF1	0.569412838						
CCDC41	0.261063608						
TMOD3	0.378939691						
ALS2	0.399566986						
FNDC3B	0.178577613						
GSPT1	0.65381013						
MRPS10	0.632629664						
OBFC2A	1.42E-05						
MSI2	0.724082399						
N4BP2	0.459172504						
PTP4A2	0.677470291						
DENR	0.757674061						
ADM	0.122778994						
MET	0.200085593						
HPS3	0.370164059						
MBD4	0.611452581						
GDAP1	0.916347004						
USP4	0.360711187						
EXOC5	0.721361305						
INPP4A	0.445894671						
PEX13	0.436337051						
MCM8	0.685320347						
SERPINB13	0.024606355						
NLK	0.470101864						
TAF4B	0.270046021						
PPTC7	0.39856762						
ZMYM5	0.305702939						
EPHX4	0.112522504						
GCSH	0.440838611						
PDS5A	0.680188815						
ELAVL2	0.568465762						
RAP1A	0.379720144						
NEDD1	0.516451459						
KLHL23	0.782924132						
DDX18	0.722685282						
ACTR3	0.629521173						
CTSS	0.041288678						
DNAJC9	0.757460048						
TMPRSS3	0.11049568						
AMN1	0.39601496						
WNT10A	0.086267374						
CCNI	0.793431801						
CHMP4B	0.737364298						
MEG3	0.372215638						
IER5L	0.079764263						
HTRA1	0.123637375						
TRIM36	0.405181011						
C9orf69	0.457141469						
HMBOX1	0.320804863						
SLU7	0.516235591						
RNF6	0.372470919						
CMBL	0.499901747						
NUPL1	0.622483991						
ZNRF2	0.368031746						
CHURC1	0.156418938						
MAPKAPK2	0.556852188						
STEAP3	0.313250635						
WIZ	0.549772624						
ITM2B	0.735452668						
TGIF2	0.367535405						
USP9X	0.666980164						
RB1CC1	0.550234311						
CAPS	0.212036042						
RAPH1	0.227278699						
C1D	0.353728195						
LIMD1	0.182146462						
PRNP	0.507584786						
TMED7	4.95E-20						
DIP2A	0.425700535						
QKI	0.211599714						
DUSP3	0.327040515						
ESCO1	0.419029566						
HERPUD2	0.403946725						
NAP1L1	0.795391562						
TRIO	0.616535894						
PHF20	0.483014154						
TTC37	0.641298597						
KPNA4	0.419971915						
YIPF4	0.437591295						
C1GALT1	0.342593343						
CISD2	0.602023215						
NIPSNAP3A	0.460103107						
ERAP1	0.247238559						
TMEM69	0.710186325						
CALU	0.688995324						
GNG10	0.164791936						
PABPC3	0.121071543						
ZNF267	0.205394401						
TRIM25	0.425466653						
HS2ST1	0.440982318						
MGAT4B	0.527196856						
FOXK2	0.663947245						
AKT1S1	0.444543486						
TCF3	0.748745081						
KLHL24	0.522905006						
LARP4	0.539844595						
TAX1BP1	0.65746051						
PTP4A1	0.693695518						
IRF2BP2	0.702097689						
TMBIM4	0.141352859						
C12orf66	0.218393887						
FAM131A	0.284018189						
GTPBP2	0.625565174						
ZNF131	0.470306598						
PLDN	0.529101508						
TRPV4	0.000360052						
CPNE3	0.567322751						
SEC14L1	0.699383351						
SMC3	0.806490097						
PAIP1	0.715721337						
ABLIM1	0.432534092						
PI4KB	0.613640116						
SNX9	0.394999654						
AFF4	0.558064579						
BTNL9	0.035942661						
ZNF189	0.445068498						
MRPL30	0.141351013						
FAM45A	0.175742257						
CBX5	0.837106987						
EIF4E	0.367026344						
ESF1	0.543045164						
RAVER2	0.389114432						
SPIN1	0.719529951						
TBC1D5	0.374351832						
AK3	0.615115237						
DDA1	0.760634647						
YPEL5	0.444288911						
CFLAR	0.160510734						
CHPF2	0.425459571						
MRPS16	0.725397982						
FLYWCH1	0.26941342						
NLN	0.406520111						
GBP1	0.014266471						
BCL2L13	0.39373475						
WWP2	0.317003615						
CCDC13	0.054319543						
YIPF5	0.438407875						
BTG1	0.50678779						
PTBP1	0.820439954						
WASL	0.539831615						
MEIS3P1	0.060331574						
USP32	0.468403688						
UNC13D	0.016881641						
WAC	0.700909677						
SCAMP1	0.586299546						
PVRL2	0.255403684						
CDKN1B	0.77467818						
UFM1	0.617259981						
UBE2D1	0.430580106						
ILF3	0.832504047						
LRRFIP1	0.440867761						
IDS	0.626982395						
ACSL3	0.519416336						
CEP290	0.311393143						
PPM1B	0.524062363						
SEC61A1	0.785568107						
ASNA1	0.733245219						
SRFBP1	0.275583651						
CNOT8	0.669467676						
CTBP2	0.356536958						
ZBTB20	0.106572132						
RXRB	0.637138986						
TWSG1	0.364334965						
KRR1	0.712263888						
LACTB	0.147291996						
PRKAR1A	0.790336234						
TANK	0.26829626						
USP10	0.654194889						
KDM4B	0.597041479						
CASC4	0.464245044						
MLLT10	0.439925024						
LPIN1	0.572974351						
PLEKHB2	0.515870369						
NRIP1	0.281341945						
PLD3	0.753736596						
MAP2K2	0.684817448						
ATP6V0A1	0.734504829						
TMEM106B	0.400009727						
FAM46A	0.24313923						
OPA3	0.262586444						
SUPT6H	0.724198894						
ZNF160	0.356804015						
ABR	0.485188824						
UBE2H	0.536800113						
UBXN6	0.682164134						
ABAT	0.299582691						
ACBD3	0.598734971						
ST6GALNAC4	0.363493428						
KCTD5	0.525553972						
TRIB3	0.38470139						
CCNG2	0.372222229						
APP	0.770646285						
HEATR1	0.534954035						
GSN	0.125958789						
PPIC	9.12E-10						
SMCR8	0.375515056						
GLRB	0.29019507						
PECR	0.263296043						
NUCB1	0.681091187						
SCD	0.799663048						
EXOC4	0.506339769						
LAMP2	0.50396632						
LDLR	0.481956174						
CRBN	0.516647241						
TMEM30A	0.71040482						
NAPA	0.751022424						
RASA3	0.243653069						
CYTH3	0.340134245						
SAT1	0.198335034						
C5orf56	0.08297782						
RNF126	0.631722604						
BCL2L11	0.375387587						
PRKAR2A	0.384501899						
GATAD1	0.573105329						
EGFR	0.033290958						
ZNF12	0.398968045						
SKAP2	0.351186864						
PHF3	0.557944257						
C9orf16	0.536516252						
KIAA1432	0.304073516						
DLGAP4	0.564671399						
JMJD1C	0.437256198						
AGPAT2	0.262635998						
SETD5	0.647078653						
HIST1H2BC	0.144782217						
SPRED1	0.163261804						
ACSL4	0.495990847						
LPGAT1	0.695769509						
ZNF777	0.382960091						
INSIG1	0.683556338						
TGFBR1	0.557047728						
ADRBK1	0.740509628						
PSMC2	0.717892294						
ECE1	0.468896333						
RIOK3	0.635580456						
NFE2L3	0.31537766						
HLA-E	8.66E-05						
EXOC7	0.614900946						
GLYR1	0.71962131						
ZBTB38	0.157068774						
RAD21	0.819183384						
MAGT1	0.503025945						
ADAM9	0.33413853						
FAM63A	0.368762551						
GNB2	0.785038624						
LGALS8	0.261530992						
YPEL2	0.300591377						
AGPAT3	0.426369304						
TOB2	0.437298252						
SF3B1	0.788203461						
RAB11B	0.769015209						
FAM115A	0.56344319						
CLDN1	3.45E-20						
STEAP4	0.025402404						
CYP26B1	0.142095364						
ZNF770	0.572563742						
VRK2	0.20935504						
U2AF1	0.800865543						
POLDIP3	0.747197141						
GGCX	0.263432636						
PTK2	0.573339965						
LMCD1	0.145841599						
PGK1	0.791267415						
SNRPA1	0.697336181						
TMEM182	0.181713276						
RSPH10B2	0.058089021						
EXOSC7	0.446641272						
OSGIN2	0.350725867						
C6orf141	0.212075683						
PGM1	0.440190694						
WDR24	0.400709791						
UNG	0.755100473						
STON2	0.367497341						
BIVM	0.344490733						
CDC6	0.693598805						
IQSEC1	0.357444922						
NUDC	0.763101742						
PACSIN3	0.115787234						
EYA3	0.461120912						
NUP205	0.775549009						
TMEM70	0.55337774						
TIAM1	0.539786472						
TRIB2	0.748810774						
SLC20A1	0.701349758						
E2F5	0.398528818						
CDC25B	0.773798991						
AGPAT1	0.558343271						
HSPA2	0.301032539						
SRXN1	0.123130237						
C11orf75	0.452157664						
C16orf57	0.428595269						
SMARCC1	0.758735327						
RPH3AL	0.197860987						
FAM134C	0.571480295						
C8orf59	0.575583446						
VDAC3	0.80051454						
SPATS2L	0.252272135						
AKT2	0.59529386						
SEMA5A	0.138476234						
ST3GAL4	0.304405372						
CBY1	0.480957448						
PTDSS1	0.625823673						
NKTR	0.62821637						
CBX6	0.643847989						
KLHDC4	0.38008852						
SUCLG1	0.646754573						
EPS15L1	0.578917964						
CLN6	0.637013735						
MCAM	0.421369406						
MLH1	0.51819977						
RRAGA	0.718220145						
DNAJA3	0.643489548						
UBE4B	0.487845938						
KLHL17	0.308549711						
PHF1	0.544768893						
PAG1	0.165629722						
GRHL2	0.075799342						
KIAA0317	0.557437769						
C8orf4	0.146067572						
ITGAE	0.225077032						
LMNB2	0.78739358						
RTKN	0.327316308						
SF1	0.807865636						
SESN1	0.37871114						
RAB2A	0.625379524						
SNX14	0.390884976						
ATP1B3	0.709376832						
ASF1A	0.637807248						
TNC	0.155708919						
ORAI1	0.204341463						
KIAA0226	0.453113696						
DKK3	0.29240346						
C22orf13	0.560816397						
RANBP10	0.371366117						
TBC1D10B	0.651277149						
RBM10	0.765809477						
HPDL	0.391194258						
EPHB2	0.307050324						
UBXN2B	0.545535801						
CENPO	0.683253816						
NCK1	0.321332838						
NDUFV3	0.497583757						
LPCAT4	0.445851957						
ICAM2	0.097881437						
SMTN	0.235575312						
KYNU	1.73E-21						
HDGF	0.816522722						
TGS1	0.543881857						
EML2	0.31626241						
CHTF18	0.586710876						
SH2D1B	0.011600237						
CSDA	0.126927971						
DSC2	0.075015243						
CNOT3	0.574459099						
MAP2K5	0.28883945						
TMEM219	0.470630924						
SPRY4	0.142589954						
PTOV1	0.784208619						
PCGF6	0.401875049						
SLC43A3	0.36916949						
SRD5A1	0.597960653						
KRT7	0.06675156						
MSL1	0.720462333						
BAZ1B	0.793768427						
AKR1C1	0.155837194						
RNLS	0.055129601						
RPAP1	0.424066745						
THOC5	0.465020186						
PI3	0.000165456						
LYRM5	0.149975239						
S100A9	0.063511068						
OTUB1	0.70124843						
RAC1	0.792806266						
BRF2	0.47930733						
TMCO6	0.330310117						
PPPDE1	0.588403169						
ANKRD37	0.210743261						
INTS5	0.439926032						
TTPAL	0.362405495						
POLR1E	0.588547514						
ST3GAL1	0.033134531						
ALG5	0.50595992						
KIFC2	0.545653869						
LAMA4	0.081926815						
MFSD3	0.493591866						
OTUD3	0.473970446						
VPS26B	0.664565876						
AGPAT6	0.643373848						
PHTF1	0.41343078						
NAV3	0.072932373						
EXTL2	0.472739168						
PDCD2L	0.572246301						
BCL2A1	4.21E-18						
SSU72	0.572245059						
SRR	0.319761458						
TIAM2	0.151426441						
NCOA5	0.70084842						
MCM10	0.527351688						
VDAC1	0.738206928						
SNTB1	0.087741548						
DISP2	0.431215986						
EEF1E1	0.573947538						
HSPA12A	0.194029693						
RECQL4	0.684092361						
FANCB	0.266875578						
PGP	0.34352951						
EARS2	0.433578049						
UMPS	0.602023731						
CCDC34	0.582216398						
SMARCA2	0.457491644						
SLC39A8	0.153744832						
DNM2	0.575904644						
LZTR1	0.402462827						
SHROOM2	0.200458847						
TSPAN18	0.300583515						
EIF5B	0.690709311						
PTPMT1	0.612249529						
SERPINB2	8.63E-06						
MYPOP	0.263024524						
SULF2	0.283609295						
RAC2	0.014751012						
MAT2B	0.390976607						
PITX1	0.19300561						
PCNT	0.597480055						
PARL	0.715224616						
LFNG	0.47867753						
BET1L	0.464133692						
RAD54B	0.344586264						
MDN1	0.583723088						
PIP5K1C	0.424516781						
ANKRD12	0.352497448						
GPHN	0.475045242						
CDC25A	0.541463065						
GINS2	0.824565759						
RPAIN	0.84274832						
SNRPD3	0.79626197						
ATP11A	0.496633963						
FAM184A	0.46052225						
AFG3L2	0.697726395						
PDE7A	0.449340817						
TUBA4A	0.441902541						
RPS6KA1	0.412410107						
TTLL12	0.636078787						
SF3A1	0.752604152						
C15orf24	0.608203731						
STK35	0.50584969						
GALNT2	0.525497931						
PIGG	0.309160532						
CCNE1	0.449731705						
COX5B	0.763084717						
ERLIN2	0.327247475						
HAUS5	0.559281142						
METTL9	0.67884784						
ACTR5	0.432341378						
CCDC88C	0.482770873						
INPP5D	0.058303145						
IL17RB	0.402417055						
WASF2	0.646827818						
AKR1C2	0.19859231						
MEN1	0.614099412						
8-Sep	0.500713116						
FHOD1	0.265112499						
JPH1	0.558542707						
SMYD4	0.31535716						
MRPS15	0.564647345						
PCBP1	0.816580963						
HTRA2	0.688034016						
ING2	0.336337892						
PASK	0.544994511						
TBC1D1	0.424071647						
PIGX	0.490708679						
CD58	0.187963847						
MAOB	0.100486585						
C11orf41	0.222839483						
INTS4	0.451063566						
LMNA	0.344032408						
RAD9A	0.408903705						
CDC42EP4	0.438935871						
RUFY2	0.268802054						
CPLX1	0.640688417						
C20orf24	0.335598331						
PDLIM7	0.264279339						
CPSF1	0.717494715						
ANTXR2	0.24282532						
ATAD2B	0.307094483						
C8orf83	0.308578311						
TMEM201	0.404795467						
GRSF1	0.548285845						
RBM47	2.36E-08						
MTMR11	0.064597971						
S100A8	0.051832138						
MCM2	0.841491476						
EXOSC3	0.500675089						
PANK2	0.476276518						
SERPINB3	0.016006503						
GYS1	0.410574245						
DDX54	0.66333423						
SNX5	0.579257053						
SERPINB4	0.016050367						
CHD2	0.556068711						
F13A1	0.054442652						
CHRNA3	0.444526167						
HIST1H2AC	0.258432073						
FLRT2	0.204201945						
SLC7A5	0.691169271						
